Question,Name,Intent,Scientific_name,Answer
"Đau khớp do trào ngược dạ dày thực quản, tôi nên uống thuốc gì?",trào ngược dạ dày thực quản,['Điều trị'],Gastroesophageal Reflux Disease (GERD),"Thay đổi lối sống, thuốc (kháng axit, chất ức chế bơm proton)"
"Bệnh xước giác mạc làm tôi mệt, có cách nào phục hồi không?",xước giác mạc,['Điều trị'],Corneal Abrasion,"Băng mắt, thuốc nhỏ mắt bôi trơn, thuốc mỡ kháng sinh (nếu nhiễm trùng), tránh kích ứng mắt thêm"
"Tôi bị thoái hóa khớp, nên làm gì để mau khỏe lại?",thoái hóa khớp,['Điều trị'],Osteoarthritis,"Thuốc giảm đau, vật lý trị liệu, quản lý cân nặng, thiết bị hỗ trợ, phẫu thuật (trong trường hợp nặng)"
"Tôi hay bị đau ở sỏi thận, đó là dấu hiệu gì?",sỏi thận,['Triệu chứng'],Kidney Stone,"Đau dữ dội ở hông hoặc lưng, máu trong nước tiểu, tiểu nhiều"
Bệnh xuất huyết dưới màng cứng biểu hiện thế nào và do nguyên nhân gì?,xuất huyết dưới màng cứng,"['Triệu chứng', 'Nguyên nhân']",Subdural hemorrhage,"Triệu chứng: Đau đầu, lú lẫn, chóng mặt, buồn nôn hoặc nôn, co giật, yếu hoặc tê. Nguyên nhân: Chấn thương đầu hoặc vỡ mạch máu não"
Tôi bị chứng ám ảnh ăn uống lành mạnh vì lý do gì và có phương pháp chữa nào hiệu quả?,chứng ám ảnh ăn uống lành mạnh,"['Nguyên nhân', 'Điều trị']",Orthorexia Nervosa,"Nguyên nhân: Áp lực xã hội về sức khỏe, rối loạn lo âu, hoặc ám ảnh kiểm soát. Điều trị: Tâm lý trị liệu (như liệu pháp hành vi nhận thức hoặc liệu pháp chấp nhận và cam kết), giáo dục dinh dưỡng, thách thức niềm tin méo mó, giải quyết các vấn đề cơ bản"
"Bị thiếu protein mà đau hoài, đó là bình thường không?",thiếu protein,['Triệu chứng'],Protein Deficiency,"Teo cơ, mệt mỏi, yếu, chậm lành vết thương, sưng chi, rụng tóc, suy giảm miễn dịch"
"Tôi bị đau do viêm da kẽ, đó là bệnh gì và chữa ra sao?",viêm da kẽ,"['Triệu chứng', 'Điều trị']",Intertrigo,"Triệu chứng: Da đỏ, thô hoặc viêm ở các nếp gấp da (như nách hoặc háng), ngứa hoặc rát. Điều trị: Giữ vùng bị ảnh hưởng sạch và khô, bôi kem chống nấm hoặc kháng khuẩn tại chỗ, sử dụng kem bảo vệ"
"Tôi bị peyronie và thấy đau, có thuốc nào tốt không?",peyronie,['Điều trị'],Peyronie Disease,"Thuốc, liệu pháp kéo, phẫu thuật"
Làm sao để tôi bớt đau khi bị đột quỵ?,đột quỵ,['Điều trị'],Cerebrovascular Accident,"đột quỵ thiếu máu dùng thuốc tiêu huyết khối (rtPA) trong giờ vàng, chống kết tập tiểu cầu (aspirin, clopidogrel), kiểm soát huyết áp, phẫu thuật nếu xuất huyết; phục hồi chức năng sau đột quỵ;"
"Bệnh gãy xương làm tôi mệt, tại sao vậy?",gãy xương,['Nguyên nhân'],Fracture,"do tác động trực tiếp như sau một cú ngã, va chạm mạnh hoặc các tác động gián tiếp như xoắn cơ đột ngột. Bên cạnh đó, một số bệnh lý khiến xương suy yếu (loãng xương, nhuyễn xương,…) cũng làm tăng nguy cơ gãy xương."
"Bệnh tinh hoàn ẩn làm tôi mệt, có cách nào phục hồi không?",tinh hoàn ẩn,['Điều trị'],Cryptorchidism,"Theo dõi và quan sát (trong trường hợp nhẹ hoặc tạm thời), liệu pháp hormone (để kích thích tinh hoàn xuống), phẫu thuật (orchiopexy) để đặt lại tinh hoàn vào bìu, nếu cần, thực hiện khoảng 6 đến 12 tháng tuổi, phẫu thuật mở hoặc nội soi (trong trường hợp cao hoặc kéo dài), cấy ghép tinh hoàn giả (trong trường hợp không có hoặc tinh hoàn không hoạt động), thăm khám định kỳ với bác sĩ tiết niệu hoặc phẫu thuật nhi"
Tôi bị rối loạn tăng động giảm chú ý vì ăn uống không lành mạnh à?,rối loạn tăng động giảm chú ý,['Nguyên nhân'],Attention Deficit Hyperactivity Disorder (ADHD),"Rối loạn phát triển thần kinh, thường do di truyền hoặc yếu tố môi trường"
"Tôi thấy khó chịu ở bàn chân bẹt, có phải dấu hiệu bệnh không?",bàn chân bẹt,['Triệu chứng'],Flat Feet,"Đau hoặc nhức chân, khó cử động chân và mắt cá chân, mỏi chân, sưng"
"Khi bị viêm da tiết bã, tôi sẽ thấy gì và có phương pháp chữa nào?",viêm da tiết bã,"['Triệu chứng', 'Điều trị']",Seborrheic Dermatitis,"Triệu chứng: Da đỏ, bong tróc, ngứa ở vùng da có nhiều tuyến bã (trán, tai, xung quanh mũi). Điều trị: Sử dụng dầu gội, kem chống nấm, corticosteroid nhẹ"
Bệnh loãng xương do rối loạn hormone gây ra triệu chứng gì và tôi cần làm gì để giảm?,loãng xương do rối loạn hormone,"['Triệu chứng', 'Điều trị']",Osteoporosis due to Hormonal Imbalance,"Triệu chứng: Đau lưng, gãy xương, giảm chiều cao, đau khớp. Điều trị: Sử dụng thuốc tăng cường xương (bisphosphonates), hormone thay thế, bổ sung canxi và vitamin D"
"Tôi bị hen suyễn, triệu chứng là gì, do đâu, và chữa thế nào?",hen suyễn,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Asthma,"Triệu chứng: Các đợt tái phát của thở khò khè, khó thở, tức ngực, ho, đặc biệt vào ban đêm hoặc khi tiếp xúc với tác nhân như dị nguyên hoặc tập thể dục. Điều trị: Thuốc kiểm soát lâu dài (như corticosteroid hít, chất chủ vận beta tác dụng kéo dài), thuốc giảm nhanh (như chất chủ vận beta tác dụng ngắn), tránh tác nhân kích thích (như dị nguyên, khói), theo dõi triệu chứng và chức năng phổi thường xuyên, lập kế hoạch hành động hen suyễn, kỹ thuật sử dụng ống hít đúng cách, thăm khám định kỳ với bác sĩ, thuốc khẩn cấp (như corticosteroid uống) khi cần. Nguyên nhân: Viêm đường thở mãn tính, thường do dị ứng hoặc kích ứng"
"Bị nhịp nhanh trên thất mà đau hoài, đó là bình thường không?",nhịp nhanh trên thất,['Triệu chứng'],Supraventricular Tachycardia (SVT),Nhịp tim tăng đột ngột; chóng mặt; khó thở; run rẩy
"Tôi bị hội chứng chân không yên, dấu hiệu là gì, nguyên nhân từ đâu, và có cách chữa không?",hội chứng chân không yên,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Restless Leg Syndrome,"Triệu chứng: Cảm giác khó chịu ở chân, thường vào buổi tối hoặc ban đêm, thôi thúc cử động chân để giảm bớt. Điều trị: Thay đổi lối sống (như tập thể dục đều đặn, tránh tác nhân như caffeine), vệ sinh giấc ngủ tốt (duy trì lịch ngủ đều đặn), massage chân hoặc bài tập giãn cơ, chườm nóng hoặc lạnh, liệu pháp thuốc (như chất chủ vận dopamine, thuốc chống co giật, opioid), bổ sung sắt (nếu thiếu sắt). Nguyên nhân: Rối loạn thần kinh, thiếu sắt hoặc yếu tố di truyền"
"Đau khớp do rụng tóc, là vì lý do gì?",rụng tóc,['Nguyên nhân'],Alopecia,"Rối loạn tự miễn, căng thẳng hoặc di truyền"
Tôi bị mụn cóc do virus là do thời tiết thay đổi à?,mụn cóc do virus,['Nguyên nhân'],Viral Warts,Nhiễm virus HPV (human papillomavirus)
Bị u insulin thì có triệu chứng gì và nguyên nhân là gì?,u insulin,"['Triệu chứng', 'Nguyên nhân']",Insulinoma,"Triệu chứng: Hạ đường huyết tái phát, đổ mồ hôi, run, hoa mắt, lú. Nguyên nhân: U tế bào beta của tuyến tụy sản xuất insulin quá mức, do đột biến di truyền"
Có phải hội chứng fanconi do tôi làm việc nặng quá không?,hội chứng fanconi,['Nguyên nhân'],Fanconi syndrome,"Do di truyền (nguyên phát) là nguyên nhân chính gây bệnh; Do tiếp xúc với các loại thuốc như thuốc hóa trị, thuốc điều trị virus, các loại hóa chất, các kim loại nặng như chì, thủy ngân; Do thiếu vitamin D, tích đạm; Do các bất thường sau khi cấy ghép thận, bệnh đa u tủy"
"Tôi bị glaucoma bong vảy, cảm thấy thế nào, do đâu, và nên làm gì để khỏe?",glaucoma bong vảy,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Exfoliation Glaucoma,"Triệu chứng: Áp lực nội nhãn tăng, mất trường thị giác. Điều trị: Thuốc nhỏ mắt để giảm áp lực nội nhãn (ví dụ: tương tự prostaglandin, thuốc chẹn beta, chất chủ vận alpha, chất ức chế carbonic anhydrase), laser trabeculoplasty, phẫu thuật (ví dụ: trabeculectomy, cấy ghép ống dẫn glaucoma). Nguyên nhân: Tích tụ vật liệu bong vảy trong mắt gây tắc nghẽn thoát thủy dịch"
"Cơ thể tôi yếu khi bị thận đa nang, do nguyên nhân gì?",thận đa nang,['Nguyên nhân'],Polycystic kidney,"Chất hóa học hoặc thuốc, bao gồm các chất chống oxy hóa (như diphenyl-thiazole và nordihydro guaiaretic acid), alloxan và steptozotoxin, lithium cloride và cis-platinium; Các gen bất thường gây ra bệnh thận đa nang"
"Bệnh suy tim trái có dấu hiệu gì, tại sao lại bị, và tôi nên làm gì để chữa?",suy tim trái,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Left-Sided Heart Failure,Triệu chứng: Khó thở khi nằm; ho khan; phù phổi; mệt mỏi. Điều trị: Thuốc lợi tim; thuốc ức chế ACE; beta-blockers; thuốc lợi tiểu. Nguyên nhân: Bệnh mạch vành; tăng huyết áp; nhồi máu cơ tim
Bệnh suy thận mạn có dấu hiệu nào đặc biệt và có thuốc gì giúp không?,suy thận mạn,"['Triệu chứng', 'Điều trị']",Chronic kidney failure,"Triệu chứng: Thiếu máu: da xanh, niêm mạc nhợt, hoa mắt, chóng mặt; Tăng huyết áp; Triệu chứng về tim mạch: viêm màng ngoài tim do ure máu cao; Triệu chứng thần kinh-cơ: chuột rút, cảm giác dị cảm, kiến bò, bỏng rát ở chân; Về hệ xương khớp: loãng xương, viêm xương, đau xương; Triệu chứng về tiêu hóa: chán ăn, buồn nôn. Điều trị: Điều trị nguyên nhân: bằng các thuốc và chế độ ăn uống, luyện tập, giảm cân, thay đổi thói quen sinh hoạt; Điều trị bằng chế độ ăn, sinh hoạt: thay đổi lối sống, bỏ thuốc lá, rượu bia, tập thể dục hàng ngày, tránh các hoạt động mạnh, giảm lượng protein, giảm muối trong khẩu phần ăn hàng ngày; Điều trị triệu chứng: Thuốc huyết áp cho các trường hợp mắc tăng huyết áp, Kiểm soát rối loạn lipid máu: Điều trị bằng các thuốc giảm nồng độ các cholesterol xấu; Điều trị thiếu máu: tiêm dưới da, bổ sung sắt, acid folic; Điều trị loãng xương: bổ sung Vitamin D, và canxi, hạn chế phospho trong khẩu phần ăn; Điều trị rối loạn điện giải"
"Tôi hay bị rối loạn hoảng sợ, có phải do công việc của tôi không?",rối loạn hoảng sợ,['Nguyên nhân'],Panic disorder,"Yếu tố di truyền, căng thẳng tâm lý, hoặc mất cân bằng hóa học trong não"
Bệnh tự kỷ có dấu hiệu gì và do đâu?,tự kỷ,"['Triệu chứng', 'Nguyên nhân']",Autism,"Triệu chứng: Khó khăn trong tương tác xã hội, khó giao tiếp, sở thích hạn chế hoặc hành vi lặp đi lặp lại. Nguyên nhân: Rối loạn phát triển thần kinh, thường do di truyền"
"Bệnh tắc nghẽn niệu quản làm tôi đau, có mẹo nào giúp không?",tắc nghẽn niệu quản,['Điều trị'],Ureteral obstruction,Phẫu thuật; Đặt stent: hương pháp điều trị ít xâm lấn hơn là đặt một ống stent trong niệu quản hay thận bị tắc nghẽn
Tôi bị vết thương hở từ vết mổ thì cảm thấy thế nào và tại sao?,vết thương hở từ vết mổ,"['Triệu chứng', 'Nguyên nhân']",Open Wound from Surgical Incision,"Triệu chứng: Đỏ, sưng, tiết dịch từ vết thương. Nguyên nhân: Nhiễm trùng hoặc chăm sóc sau mổ không đúng cách"
"Tôi bị đau do viêm cổ tử cung, đó là bệnh gì và chữa ra sao?",viêm cổ tử cung,"['Triệu chứng', 'Điều trị']",Cervicitis,"Triệu chứng: Chảy dịch âm đạo bất thường, đau bụng, có khi xuất huyết giữa chu kỳ. Điều trị: Dùng kháng sinh điều trị (nếu do vi khuẩn như chlamydia, lậu) hoặc điều trị theo nguyên nhân khác"
"Tôi hay bị động kinh, có phải do công việc của tôi không?",động kinh,['Nguyên nhân'],Epileptic,"Di truyền, Chấn thương sọ não, Tai biến mạch máu não, Khối u não, Nhiễm trùng hệ thần kinh, Rối loạn phát triển não, Căng thẳng, Thiếu ngủ, Sử dụng chất kích thích"
"Bệnh hội chứng đau vùng phức hợp có triệu chứng gì, vì sao bị, và điều trị ra sao?",hội chứng đau vùng phức hợp (crps),"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Complex Regional Pain Syndrome (CRPS),"Triệu chứng: Đau rát dữ dội, sưng, thay đổi nhiệt độ da. Điều trị: Vật lý trị liệu, thuốc, phong tỏa thần kinh. Nguyên nhân: Tổn thương thần kinh sau chấn thương"
Đau ở rối loạn nội tiết tố nữ là bệnh gì và do nguyên nhân gì?,rối loạn nội tiết tố nữ,"['Triệu chứng', 'Nguyên nhân']",Female Hormonal Imbalance,"Triệu chứng: Kinh nguyệt không đều, đau bụng kinh, mụn, căng thẳng, thay đổi tâm trạng. Nguyên nhân: Rối loạn nội tiết, hội chứng buồng trứng đa nang, stress, thay đổi hormone do tuổi tác"
Bệnh quá liều insulin biểu hiện ra sao và có cách nào điều trị không?,quá liều insulin,"['Triệu chứng', 'Điều trị']",Insulin Overdose,"Triệu chứng: Triệu chứng hạ đường huyết (ví dụ: lú lẫn, đổ mồ hôi). Điều trị: Điều trị hạ đường huyết ngay lập tức, hỗ trợ y tế, điều chỉnh liều lượng và chế độ insulin"
Bệnh mụn thịt có triệu chứng gì và nguyên nhân từ đâu?,mụn thịt,"['Triệu chứng', 'Nguyên nhân']",Acrochordon (Skin Tag),"Triệu chứng: Các nốt da nhỏ, mềm, nhám bề mặt, thường xuất hiện ở cổ, nách, háng; không đau nhưng có thể bị kích ứng do ma sát. Nguyên nhân: Do ma sát, tăng mỡ, yếu tố di truyền và thay đổi nội tiết"
Bệnh hội chứng klinefelter gây ra triệu chứng gì và tôi cần làm gì để giảm?,hội chứng klinefelter,"['Triệu chứng', 'Điều trị']",Klinefelter Syndrome,"Triệu chứng: Chiều cao cao, thiếu testosterone, rối loạn phát triển, vô sinh, khó khăn trong học tập. Điều trị: Liệu pháp hormone testosterone, hỗ trợ tâm lý và giáo dục"
Vì sao tôi hay bị đau thần kinh và có cách nào để hết không?,đau thần kinh,"['Nguyên nhân', 'Điều trị']",Neuropathic Pain,"Nguyên nhân: Tổn thương dây thần kinh do bệnh lý (như tiểu đường), chấn thương hoặc nhiễm trùng. Điều trị: Thuốc (như thuốc chống trầm cảm, thuốc chống co giật, điều trị tại chỗ), phong tỏa thần kinh, kích thích tủy sống, vật lý trị liệu, liệu pháp nghề nghiệp, kích thích thần kinh qua da (TENS), châm cứu, liệu pháp hành vi nhận thức, kỹ thuật thư giãn"
Bệnh glaucoma góc đóng biểu hiện thế nào và do nguyên nhân gì?,glaucoma góc đóng,"['Triệu chứng', 'Nguyên nhân']",Angle-Closure Glaucoma,"Triệu chứng: Đau mắt nghiêm trọng, đau đầu, mờ mắt, quầng sáng quanh đèn, buồn nôn và nôn. Nguyên nhân: Tắc nghẽn đột ngột góc thoát thủy dịch, gây tăng áp lực nội nhãn"
"Tôi bị viêm nội tâm mạc nhiễm trùng, triệu chứng là gì, do đâu, và có thuốc gì giúp không?",viêm nội tâm mạc nhiễm trùng,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Infective Endocarditis,Triệu chứng: Sốt; mệt mỏi; đau cơ; tổn thương da; dấu hiệu huyết học; khối u nhỏ trên van tim. Điều trị: Dùng kháng sinh; điều trị nội khoa; phẫu thuật nếu cần. Nguyên nhân: Nhiễm khuẩn qua đường máu; bệnh lý van tim; thiết bị y tế cấy ghép
"Đau ở giãn tĩnh mạch mãi không hết, có phải bệnh gì không?",giãn tĩnh mạch,['Triệu chứng'],Varicose Veins,"Tĩnh mạch to, sưng, thường ở chân"
"Tôi thấy khó chịu ở xuất huyết nội sọ, phải làm sao để hết?",xuất huyết nội sọ,['Triệu chứng'],Intracranial Hemorrhage,"Đau đầu dữ dội, buồn nôn hoặc nôn, thay đổi thị lực, mất ý thức, co giật"
"Tôi bị charcot-marie-tooth, có triệu chứng gì và vì lý do gì?",charcot-marie-tooth,"['Triệu chứng', 'Nguyên nhân']",Charcot-Marie-Tooth,"Triệu chứng: Dị tật chân, Giảm khả năng vận động, Dáng đi vụng về hoặc không bình thường, Mất trương lực cơ, Đau xương và cơ bắp, Giảm cảm giác về nhiệt, Các vết loét ở chân lâu lành. Nguyên nhân: Sự đột biến gen liên quan làm các chức năng dây thần kinh bị rối loạn tín hiệu, Mắc các bệnh rối loạn chuyển hóa như đái tháo đường"
Bệnh thiếu magiê do đâu và làm sao để bớt đau?,thiếu magiê,"['Nguyên nhân', 'Điều trị']",Magnesium Deficiency,"Nguyên nhân: Chế độ ăn thiếu magiê hoặc mất magiê do bệnh lý. Điều trị: Thay đổi chế độ ăn (ăn thực phẩm giàu magiê), bổ sung magiê đường uống, liệu pháp magiê tiêm tĩnh mạch (trong trường hợp nặng), giải quyết nguyên nhân cơ bản (ví dụ: kém hấp thu), giám sát và theo dõi y tế"
"Tôi bị đau do máu khó đông, đó là bệnh gì, vì sao, và chữa thế nào?",máu khó đông,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Hemophilia,"Triệu chứng: Chảy máu và bầm tím quá mức, chảy máu kéo dài từ vết thương hoặc sau làm răng hoặc phẫu thuật, chảy máu tự phát ở khớp hoặc cơ. Điều trị: Liệu pháp thay thế bằng yếu tố đông máu cô đặc, thuốc để kiểm soát chảy máu, vật lý trị liệu, biện pháp bảo vệ khớp, tư vấn và xét nghiệm di truyền cho các thành viên gia đình. Nguyên nhân: Thiếu yếu tố đông máu do di truyền"
"Khi bị viêm mạch máu võng mạc, tôi sẽ thấy gì và do đâu mà có?",viêm mạch máu võng mạc,"['Triệu chứng', 'Nguyên nhân']",Chorioretinitis,"Triệu chứng: Đau mắt, mờ mắt, nhạy cảm với ánh sáng. Nguyên nhân: Nhiễm trùng hoặc viêm tự miễn ảnh hưởng đến võng mạc"
"Tôi bị rối loạn kiểm soát xung động, cảm thấy thế nào, do đâu, và nên làm gì để khỏe?",rối loạn kiểm soát xung động,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Impulse Control Disorder,"Triệu chứng: Hành vi bốc đồng (ví dụ: cờ bạc, trộm cắp), khó cưỡng lại xung động. Điều trị: Tâm lý trị liệu, thuốc (trong một số trường hợp), nhóm hỗ trợ, can thiệp hành vi. Nguyên nhân: Rối loạn thần kinh hoặc tâm lý"
"Tôi bị rối loạn lưỡng cực, vì sao vậy và có cách nào giảm không?",rối loạn lưỡng cực,"['Nguyên nhân', 'Điều trị']",Bipolar Disorder,"Nguyên nhân: Rối loạn tâm thần do di truyền hoặc mất cân bằng hóa học trong não. Điều trị: Thuốc (ổn định tâm trạng, chống loạn thần), liệu pháp"
Đau ở viêm mạch là bệnh gì và do nguyên nhân gì?,viêm mạch,"['Triệu chứng', 'Nguyên nhân']",Vasculitis,"Triệu chứng: Viêm mạch máu dẫn đến nhiều triệu chứng khác nhau tùy thuộc vào cơ quan bị ảnh hưởng, bao gồm phát ban, sốt, mệt mỏi, đau cơ và khớp, khó thở, giảm cân. Nguyên nhân: Rối loạn tự miễn hoặc nhiễm trùng gây viêm mạch máu"
Tôi bị đau đầu do căng thẳng vì lý do gì và có phương pháp chữa nào hiệu quả?,đau đầu do căng thẳng,"['Nguyên nhân', 'Điều trị']",Tension Headache,"Nguyên nhân: Căng thẳng hoặc tư thế sai. Điều trị: Thuốc giảm đau không kê đơn, kỹ thuật thư giãn, quản lý căng thẳng"
"Đau ở sỏi ống wharton mãi không hết, có phải bệnh gì không?",sỏi ống wharton,['Triệu chứng'],Wharton's duct stones,"Sưng, đau, khô miệng, vị khó chịu"
"Bệnh ngoại tâm thu thất biểu hiện thế nào, do nguyên nhân gì, và có phương pháp điều trị nào?",ngoại tâm thu thất,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Premature Ventricular Contractions (PVCs),"Triệu chứng: Cảm giác tim đập bất thường; bỏ sót nhịp tim; cảm giác rung lắc ở ngực. Điều trị: Thường không cần điều trị nếu nhẹ; dùng thuốc chống loạn nhịp nếu triệu chứng nặng. Nguyên nhân: Stress; tiêu thụ caffeine, rượu; bất thường điện tim"
"Đau khớp do cơ xương khớp do chấn thương, tôi nên uống thuốc gì?",cơ xương khớp do chấn thương,['Điều trị'],Musculoskeletal Injuries,"bất động, chườm lạnh, thuốc giảm đau NSAIDs (ibuprofen, diclofenac), giãn cơ (tolperisone), phẫu thuật nếu gãy/trật nghiêm trọng, phục hồi chức năng sau chấn thương;"
Bệnh hẹp môn vị do nguyên nhân gì và tôi có thể điều trị thế nào?,hẹp môn vị,"['Nguyên nhân', 'Điều trị']",Pyloric stenosis,"Nguyên nhân: Dày cơ môn vị, thường do yếu tố di truyền hoặc môi trường. Điều trị: Siêu âm, xét nghiệm máu, phẫu thuật cắt cơ môn vị"
"Bị hirschsprung mà đau hoài, có cách nào chữa không?",hirschsprung,['Điều trị'],Hirschsprung Disease,Phẫu thuật để loại bỏ phần đại tràng bị ảnh hưởng (thủ thuật kéo qua)
Bệnh viêm tắc tĩnh mạch gây ra triệu chứng gì và tôi cần làm gì để giảm?,viêm tắc tĩnh mạch,"['Triệu chứng', 'Điều trị']",Thrombophlebitis,"Triệu chứng: Đỏ, ấm, sưng và nhạy cảm dọc theo tĩnh mạch, đau hoặc khó chịu, đổi màu da, tĩnh mạch nổi rõ, sốt. Điều trị: Thuốc để quản lý đau và viêm, vớ nén hoặc băng để thúc đẩy lưu thông máu, nâng cao chi bị ảnh hưởng, chườm ấm, vận động và tập thể dục thường xuyên, điều trị nguyên nhân cơ bản (như nhiễm trùng hoặc loại bỏ ống thông tĩnh mạch), liệu pháp chống đông máu để ngăn ngừa hình thành hoặc tiến triển cục máu đông"
"Tôi hay bị vô sinh nữ không rõ nguyên nhân, có phải do công việc của tôi không?",vô sinh nữ không rõ nguyên nhân,['Nguyên nhân'],Female Infertility of Unknown Cause,"Nguyên nhân không xác định, có thể liên quan đến hormone hoặc yếu tố ẩn"
"Tôi bị xơ cứng cột bên teo cơ và thấy mệt, có cần đi bác sĩ không?",xơ cứng cột bên teo cơ,['Triệu chứng'],Amyotrophic lateral sclerosis,"Khó khăn trong việc đi lại hoặc thực hiện hoạt động, Thường xuyên vấp ngã, Yến ở chân, Tay yếu vụng về, Nói chậm, Khó nuốt, Co giật ở cánh tay, Thay đổi nhận thức hành vi"
"Tôi thấy khó chịu ở viêm khớp dạng thấp vị thành niên, phải làm sao để hết?",viêm khớp dạng thấp vị thành niên,['Điều trị'],Juvenile Rheumatoid Arthritis,"Thuốc (NSAIDs, DMARDs), vật lý trị liệu, liệu pháp nghề nghiệp, tập thể dục, thiết bị hỗ trợ"
"Tôi bị addison, cảm thấy thế nào và nên làm gì để khỏe?",addison,"['Triệu chứng', 'Điều trị']",Addison's Disease,"Triệu chứng: Mệt mỏi, giảm cân, hạ huyết áp, buồn nôn, rối loạn điện giải. Điều trị: Thay thế glucocorticoid và mineralocorticoid"
"Khi bị viêm da do ánh nắng, tôi thấy gì, do đâu, và nên làm gì để giảm triệu chứng?",viêm da do ánh nắng,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Dermatitis due to Sun Exposure,"Triệu chứng: Phát ban giống cháy nắng, đỏ, ngứa. Điều trị: Kem dưỡng ẩm, chườm mát, corticosteroid tại chỗ. Nguyên nhân: Tiếp xúc với tia UV gây kích ứng da"
Bệnh ngộ độc carbon monoxide do nguyên nhân gì và tôi có thể điều trị thế nào?,ngộ độc carbon monoxide,"['Nguyên nhân', 'Điều trị']",Carbon Monoxide Poisoning,"Nguyên nhân: Hít phải khí carbon monoxide từ nguồn cháy không hoàn toàn. Điều trị: Không khí trong lành, liệu pháp oxy, chăm sóc y tế khẩn cấp"
"Tôi thấy khó chịu ở máu khó đông, có phải dấu hiệu bệnh không?",máu khó đông,['Triệu chứng'],Hemophilia,"Chảy máu và bầm tím quá mức, chảy máu kéo dài từ vết thương hoặc sau làm răng hoặc phẫu thuật, chảy máu tự phát ở khớp hoặc cơ"
Nguyên nhân nào khiến tôi bị viêm dây thần kinh thị giác và có cách điều trị không?,viêm dây thần kinh thị giác,"['Nguyên nhân', 'Điều trị']",Optic Neuritis,"Nguyên nhân: Viêm dây thần kinh thị giác, thường do tự miễn. Điều trị: Corticosteroid tiêm tĩnh mạch liều cao, điều trị nguyên nhân cơ bản, quản lý triệu chứng, phục hồi thị giác"
"Tôi bị hẹp môn vị và thấy đau, do đâu mà có?",hẹp môn vị,['Nguyên nhân'],Pyloric stenosis,"Dày cơ môn vị, thường do yếu tố di truyền hoặc môi trường"
"Tôi bị nốt ruồi, dấu hiệu là gì, nguyên nhân từ đâu, và có cách chữa không?",nốt ruồi,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Melanocytic Nevus,"Triệu chứng: Đốm da nhỏ, màu sắc từ nâu đến đen, thường không gây ngứa hay đau. Điều trị: Thông thường không cần điều trị, loại bỏ nếu có dấu hiệu bất thường hoặc lo ngại về ung thư. Nguyên nhân: Tăng sinh tế bào melanocyte, có thể liên quan đến yếu tố di truyền và phơi nhiễm ánh nắng"
"Bệnh gãy xương có triệu chứng gì, vì sao bị, và điều trị ra sao?",gãy xương,"['Triệu chứng', 'Điều trị', 'Nguyên nhân']",Fracture,"Triệu chứng: đau đột ngột tại chỗ gãy, sưng, bầm tím, khiến xương bị xô lệch và không thể vận động như thường. Điều trị: nắn chỉnh – bất động bằng bột hoặc nẹp, phẫu thuật kết hợp xương nếu gãy phức tạp, giảm đau (paracetamol, NSAIDs), phục hồi chức năng sau khi liền xương;. Nguyên nhân: do tác động trực tiếp như sau một cú ngã, va chạm mạnh hoặc các tác động gián tiếp như xoắn cơ đột ngột. Bên cạnh đó, một số bệnh lý khiến xương suy yếu (loãng xương, nhuyễn xương,…) cũng làm tăng nguy cơ gãy xương."
"Khi bị sẹo tử cung, tôi sẽ thấy gì và do đâu mà có?",sẹo tử cung,"['Triệu chứng', 'Nguyên nhân']",Asherman Syndrome,"Triệu chứng: Kinh nguyệt giảm, vô sinh, đau bụng khi kinh, rong kinh, rong huyết, ứ dịch buồng tử cung, đau bụng vùng hạ vị, đau vùng chậu mạn, đau khi quan hệ. Nguyên nhân: Tổn thương nội mạc tử cung sau phẫu thuật, nhiễm trùng, viêm mạn tính"
"Bị van phổi mà đau hoài, đó là bình thường không?",van phổi,['Triệu chứng'],Pulmonic Valve Disease,"Mệt mỏi, khó thở, đau hoặc khó chịu ở ngực, hồi hộp tim, ngất hoặc choáng váng, sưng chân hoặc mắt cá chân"
"Tôi bị viêm lộ tuyến cổ tử cung, có triệu chứng gì và vì lý do gì?",viêm lộ tuyến cổ tử cung,"['Triệu chứng', 'Nguyên nhân']",Cervical Ectopy with Inflammation,"Triệu chứng: Tiết dịch âm đạo bất thường, nhẹ đau, có cảm giác rát ở vùng cổ tử cung. Nguyên nhân: Tác động hormone, kích thích cơ học, nhiễm trùng nhẹ"
